30 0.23004908859729767 0.06510823220014572
31 0.23004908859729767 0.06510823220014572
32 0.2737114429473877 0.16451315581798553
33 0.3184061348438263 0.261237770318985
34 0.36359816789627075 0.35458651185035706
35 0.40921103954315186 0.4432397782802582
36 0.4555833041667938 0.5289413928985596
37 0.5031888484954834 0.6125521063804626
38 0.5524712204933167 0.6939759254455566
39 0.604170560836792 0.7719348669052124
40 0.6573646664619446 0.8446372747421265
41 0.7072334289550781 0.9115169048309326
42 0.7512609958648682 0.9735599756240845
43 0.7512609958648682 0.9735599756240845
